,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,ASASSN-17ix,2017/06/29,15.34,15:14:51.02,-70:34:47.8,0,Candidate
1,ASASSN-17iy,2017/06/29,16.05,11:10:22.09,-53:2:15.1,0,Candidate
2,ASASSN-17iz,2017/07/4,16.3,17:33:0.17,-9:21:9.1,0,Candidate
3,ASASSN-17ja,2017/07/1,16.61,16:42:4.22,15:12:18.7,0,Candidate
4,ASASSN-17jb,2017/07/3,16.75,22:5:42.13,3:39:15.3,0,Candidate
5,ASASSN-17jc,2015/07/26,15.77,18:32:21.48,-74:26:28.7,0,Candidate
6,ASASSN-17jd,2017/07/2,14.73,14:51:14.14,-73:30:18.5,0,Candidate
7,ASASSN-17jf,2017/07/11,14.68,20:29:17.13,-43:40:19.8,0,Candidate
8,ASASSN-17jg,2017/07/11,15.55,18:26:21.96,-50:44:2.2,0,Candidate
9,ASASSN-17jh,2017/07/10,15.75,14:44:10.07,-32:28:50,0,Candidate
10,ASASSN-17ji,2017/07/12,15.2,20:53:44.71,11:35:51.1,0,Candidate
11,ASASSN-17jk,2017/07/16,15.16,15:43:50.97,-72:16:0.9,0,Candidate
12,ASASSN-17jn,2017/07/18,16.18,18:34:2.23,25:47:17.6,0,Candidate
13,ASASSN-17jr,2017/07/25,15.93,17:56:13.73,2:55:13.1,0,Candidate
14,ASASSN-17js,2017/07/19,16.13,18:21:9.05,-19:24:47.6,0,Candidate
15,ASASSN-17ju,2017/07/25,15.03,21:11:8.16,63:32:54.9,0,Candidate
16,ASASSN-17jv,2017/07/23,15.95,22:35:1.14,56:26:0.1,0,Candidate
17,ASASSN-17kb,2017/07/30,16.25,19:2:3.14,-6:27:8.5,0,Candidate
18,ASASSN-17kc,2017/07/30,13.56,21:11:8.31,-53:55:22.9,0,Candidate
19,ASASSN-17kd,2017/07/30,12.77,5:8:17.68,-60:11:1,0,Candidate
20,ASASSN-17ke,2017/07/12,15.4,0:1:49.48,28:2:16.2,0,Candidate
21,ASASSN-17kg,2017/08/1,13.11,"00:31:53.4733,0:31:53.45","+08:41:18.753,8:41:17.8",-1,CataclyV
22,ASASSN-17kj,2017/08/3,14.15,1:44:27.75,-23:1:53.5,0,Candidate
23,ASASSN-17kk,2017/08/3,15.75,3:49:24.69,-8:27:55.5,0,Candidate
24,ASASSN-17kl,2017/07/26,15.59,20:36:7.42,1:9:14,0,Candidate
25,ASASSN-17km,2017/08/5,14.72,"00:33:25.09,0:33:25.09","-35:18:56.7,-35:18:56.7",-1,Candidate_CV
26,ASASSN-17kn,2017/01/28,16.06,11:27:18.32,-74:30:34.1,0,Candidate
27,ASASSN-17ko,2017/08/9,16.04,18:9:38.29,-14:40:22.2,0,Candidate
28,ASASSN-17kp,2017/08/9,15.14,21:12:47.74,15:33:13.5,0,Candidate
29,ASASSN-17ku,2017/08/12,16.16,21:32:34.87,20:16:18.9,0,Candidate
30,ASASSN-17kv,2017/08/14,16.88,18:16:50.33,16:32:8.8,0,Candidate
31,ASASSN-17la,2017/08/17,14.53,18:32:7.8,80:40:49.1,0,Candidate
32,ASASSN-17lb,2017/08/19,15.27,15:1:34.58,-22:3:19.7,0,Candidate
33,ASASSN-17ld,2017/08/18,15.02,6:28:13.35,-29:37:10.3,0,Candidate
34,ASASSN-17le,2017/08/20,16.36,18:14:37.09,7:30:57.7,0,Candidate
35,ASASSN-17lf,2017/08/23,16.31,21:24:31.99,39:14:12.2,0,Candidate
36,ASASSN-17lh,2017/08/27,15.38,18:2:45.8,10:1:46.9,0,Candidate
37,ASASSN-17li,2017/08/24,17.42,18:38:22,-9:43:47.4,0,Candidate
38,ASASSN-17lk,2017/08/29,16.58,19:56:35.47,-53:25:59.8,0,Candidate
39,ASASSN-17lo,2017/09/3,15.06,"05:12:45.09,5:12:45.09","-69:57:20.1,-69:57:20",-1,N
40,ASASSN-17lp,2017/09/1,14.33,7:20:24.01,27:41:52.1,0,Candidate
41,ASASSN-17lq,2017/09/3,15.25,17:29:28.74,-38:2:27.4,0,Candidate
42,ASASSN-17lr,2017/09/5,14.89,19:16:42.63,47:5:56.9,0,Candidate
43,ASASSN-17ls,2017/08/31,14.46,20:21:30.17,25:57:43.2,0,Candidate
44,ASASSN-17lu,2017/09/6,15.74,20:19:5.23,10:46:2.8,0,Candidate
45,ASASSN-17lv,2017/08/31,16.55,20:10:13.42,-8:54:24.4,0,Candidate
46,ASASSN-17lw,2017/08/30,15.55,18:30:14.08,-67:10:33.2,0,Candidate
47,ASASSN-17ly,2017/09/4,16.26,19:37:52.53,-64:36:40.2,0,Candidate
48,ASASSN-17ma,2017/09/12,13.68,23:51:25.36,-40:18:15.4,0,Candidate
49,ASASSN-17mb,2017/09/12,13.44,8:21:5.26,-17:42:22.1,0,Candidate
50,ASASSN-17md,2017/09/13,15.37,2:26:11.06,38:41:34.5,0,Candidate
51,ASASSN-17me,2017/09/13,15.28,21:18:18.54,27:29:15.6,0,Candidate
52,ASASSN-17mi,2017/09/17,16.74,17:59:59.72,7:27:6.7,0,Candidate
53,ASASSN-17mj,2017/09/17,15.21,19:6:21.66,-28:51:7.8,0,Candidate
54,ASASSN-17mk,2017/09/12,15.52,7:10:33.73,12:44:28.1,0,Candidate
55,ASASSN-17mm,2017/09/20,17.13,17:56:57.11,7:26:8.9,0,Candidate
56,ASASSN-17mn,2017/09/20,14.6,8:3:51.71,-57:50:41.9,0,Candidate
57,ASASSN-17mp,2017/09/15,16.02,15:2:4.55,-69:17:45.1,0,Candidate
58,ASASSN-17mr,2017/09/21,16.41,17:40:56.43,2:58:31.4,0,Candidate
59,ASASSN-17mw,2017/09/23,15.29,2:49:7.32,48:51:0.9,0,Candidate
60,ASASSN-17na,2017/09/27,15.74,20:7:39.38,63:1:29.8,0,Candidate
61,ASASSN-17nd,2017/10/7,14.96,18:35:35.22,-34:11:48,0,Candidate
62,ASASSN-17ne,2017/10/9,15.61,6:5:53.75,-29:5:46,0,Candidate
63,ASASSN-17nh,2017/10/10,16.17,21:55:46.04,-16:0:56.3,0,Candidate
64,ASASSN-17ni,2017/10/11,15.01,"00:52:44.33,0:52:44.33","+49:39:20.9,49:39:20.9",-1,CataclyV
65,ASASSN-17nk,2017/10/15,16.18,7:35:24.45,-78:57:35.4,0,Candidate
66,ASASSN-17nl,2017/10/13,15.56,18:55:25.48,-22:41:4,0,Candidate
67,ASASSN-17nm,2017/10/12,15.23,9:46:9.52,-57:14:16.9,0,Candidate
68,ASASSN-17no,2017/10/17,15.43,17:49:36.15,-30:55:45,0,Candidate
