#														
#   VizieR Astronomical Server vizier.u-strasbg.fr														
#    Date: 2021-08-14T10:59:04 [V1.99+ (14-Oct-2013)]														
#   In case of problem, please report to:	cds-question@unistra.fr													
#														
#														
#Coosys	J2000:	eq_FK5 J2000												
#INFO	votable-version=1.99+ (14-Oct-2013)													
#INFO	-ref=VIZ6117a0e22b8d18													
#INFO	-out.max=unlimited													
#INFO	queryParameters=23													
#-oc.form=dec														
#-out.max=unlimited														
#-out.add=_RAJ,_DEJ														
#-nav=cat:J/A+A/620/A89&tab:{J/A+A/620/A89/catalog}&key:source=J/A+A/620/A89&HTTPPRM:&														
#-c.eq=J2000														
#-c.r=  2														
#-c.u=arcmin														
#-c.geom=r														
#-source=J/A+A/620/A89/catalog														
#-order=I														
#-out=GOS														
#-out=XMM														
#-out=GaiaDR2														
#-out=RAJ2000														
#-out=DEJ2000														
#-out=DistG														
#-out=b_DistG														
#-out=B_DistG														
#-out=FX														
#-out=logFbol														
#-out=logLX														
#-out=logLbolG														
#-out=SimbadName														
#														
														
#RESOURCE=yCat_36200089														
#Name: J/A+A/620/A89														
#Title: X-ray catalog of Galactic O stars (Nebot Gomez-Moran+, 2018)														
#Table	J_A_A_620_A89_catalog:													
#Name: J/A+A/620/A89/catalog														
#Title: GOSXMM catalog														
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]										
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]										
#Column	GOS	(A16)	GOS name (LLL.ll+BB.bb_ii, ii: index, <GOS GLLL.ll+BB.bb NN> in Simbad) (gos)	[ucd=meta.id]										
#Column	XMM	(A21)	3XMM-DR7 name (3XMM JHHMMSS.s+DDMMSS) (xmm_name)	[ucd=meta.id]										
#Column	GaiaDR2	(I19)	Gaia source identifier, identical to the Gaia-DR2 source_id (GaiaDR2_source_id)	[ucd=meta.id;meta.main]										
#Column	RAJ2000	(A12)	Right ascension (J2000) (RAH)	[ucd=pos.eq.ra;meta.main]										
#Column	DEJ2000	(A12)	Declination (J2000) (DECD)	[ucd=pos.eq.dec;meta.main]										
#Column	DistG	(F9.3)	Estimated distance distance_Gaia (distance_Gaia) (4)	[ucd=pos.distance;pos.heliocentric]										
#Column	b_DistG	(F8.3)	Lower bound on the confidence interval of the estimated distance (min_distance_Gaia)	[ucd=pos.distance;stat.fit.param]										
#Column	B_DistG	(F9.3)	Upper bound on the confidence interval of the estimated distance (max_distance_Gaia)	[ucd=pos.distance;stat.fit.param]										
#Column	FX	(D12.5)	Unabsorbed flux in the 0.2-12keV band in erg/s/cm^2^ (fx)	[ucd=phot.flux;em.X-ray]										
#Column	logFbol	(F6.3)	Bolometric flux in erg/s/cm^2^ (log_fbol)	[ucd=phot.flux.bol]										
#Column	logLX	(F6.3)	X-ray luminosity in erg/s (log_Lx)	[ucd=phys.luminosity;em.X-ray]										
#Column	logLbolG	(F6.3)	Bolometric luminosity in erg/s (log_Lbol_Gaia)	[ucd=phys.luminosity]										
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]										
_RAJ2000	_DEJ2000	GOS	XMM	GaiaDR2	RAJ2000	DEJ2000	DistG	b_DistG	B_DistG	FX	logFbol	logLX	logLbolG	SimbadName
deg	deg	 	 	 	h:m:s	d:m:s	kpc	kpc	kpc	mW/m2	mW/m2	[10-7W]	[10-7W]	
------------	------------	----------------	---------------------	-------------------	------------	------------	---------	--------	---------	------------	------	------	------	------------------------
270.968525	-24.36073333	 006.01-01.20_01	3XMM J180352.4-242138	4.06602259114753E+018	18 03 52.446	-24 21 38.64	1155.761	1036.357	1305.609	4.365E-12	-5.098	32.844	39.106	 9 Sgr
270.98684583	-24.31253056	 006.06-01.20_01	3XMM J180356.8-241844	4.06602341578126E+018	18 03 56.843	-24 18 45.11	1155.491	1066.392	1260.507	2.285E-13	-5.956	31.562	38.248	 HD 164816
270.5981375	-23.03085	 007.00-00.25_01	3XMM J180223.4-230150	4.06926865869133E+018	18 02 23.553	-23 01 51.06	1529.731	1337.221	1785.202	3.361E-13	-6.02	31.974	38.427	 HD 164492 A
275.14372083	-16.16995833	 015.07-00.70_01	3XMM J182034.5-161012	4.0978153821649E+018	18 20 34.493	-16 10 11.85	1630.645	1480.863	1813.271	1.142E-12	-5.905	32.56	38.598	 ALS 19618
275.25929583	-16.01692778	 015.26-00.73_01	3XMM J182102.2-160100	4.09800597563174E+018	18 21 02.231	-16 01 00.94	1682.591	1565.553	1818.109	5.903E-13	-5.918	32.301	38.612	 BD -16 4826
274.86847917	-15.31285278	 015.70-00.06_01	3XMM J181928.3-151846	4.09812770787374E+018	18 19 28.435	-15 18 46.27	3013.201	2498.303	3770.363	4.787E-13	-5.967	32.716	39.069	 ALS 4923
276.41206667	-14.75158333	 016.90-01.12_01	3XMM J182538.9-144506	4.1042015862323E+018	18 25 38.896	-14 45 05.70	1570.676	1484.782	1666.899	5.317E-13	-6.024	32.196	38.446	 BD -14 5040
274.65017917	-13.79346111	 016.94+00.84_01	3XMM J181835.9-134736	4.14659916688881E+018	18 18 36.043	-13 47 36.46	1802.245	1588.627	2079.98	2.378E-13	-5.946	31.966	38.644	 HD 168075
274.65175417	-13.80066111	 016.94+00.84_02	3XMM J181836.4-134802	4.14659913252907E+018	18 18 36.421	-13 48 02.38	5061.945	3142.81	7951.094	9.104E-13	-5.467	33.446	40.02	 GOS  016.94+00.84 02
274.73412083	-13.80863333	 016.97+00.76_01	3XMM J181856.2-134830	4.14659968228482E+018	18 18 56.189	-13 48 31.08	1961.244	1698.868	2315.481	2.193E-13	-6.144	32.004	38.519	 HD 168137
274.66704583	-13.75516111	 016.98+00.85_01	3XMM J181840.0-134517	4.14661249416947E+018	18 18 40.091	-13 45 18.58	1563.326	1417.639	1741.526	1.445E-13	-5.842	31.626	38.624	 BD -13 4927
274.656225	-13.72760833	 017.00+00.87_01	3XMM J181837.3-134338	4.14661287213311E+018	18 18 37.494	-13 43 39.39	1388.341	1269.047	1531.811	2.398E-13	-6.181	31.743	38.182	 ALS 15360
274.5245625	-12.24258333	 018.25+01.68_01	3XMM J181805.8-121433	4.15365737875064E+018	18 18 05.895	-12 14 33.30	1976.592	1581.732	2612.91	1.08E-11	-5.136	33.703	39.534	 MY Ser
274.51296667	-12.24285556	 018.25+01.69_01	3XMM J181803.1-121435	4.15365734439092E+018	18 18 03.112	-12 14 34.28	1766.574	1629.126	1928.717	1.979E-13	-6.138	31.869	38.434	 BD -12 4979
274.3903	-12.09522222	 018.32+01.87_01	3XMM J181733.6-120542	4.15367510837578E+018	18 17 33.672	-12 05 42.80	2060.163	1875.966	2283.303	4.92E-13	-6.037	32.398	38.669	 ALS 4880
274.67028333	-12.10649444	 018.44+01.62_01	3XMM J181840.8-120623	4.15366610612449E+018	18 18 40.868	-12 06 23.38	2437.091	2097.434	2900.791	3.051E-12	-5.452	33.336	39.4	 HD 168112
273.10273333	-10.73139722	 018.92+03.63_01	3XMM J181224.6-104352	4.15706136363409E+018	18 12 24.656	-10 43 53.03	1887.833	1682.772	2147.947	1.986E-11	-5.104	33.928	39.526	 HD 166734
276.42977917	-9.75306111	 021.33+01.20_01	3XMM J182543.1-094511	4.15600744740309E+018	18 25 43.147	-09 45 11.02	1680.732	1521.079	1876.805	2.846E-13	-5.786	31.983	38.743	 HD 169582
298.0906875	18.671875	 056.48-04.33_01	3XMM J195221.7+184019	1.82159675528389E+018	19 52 21.765	+18 40 18.75	1786.053	1641.479	1957.847	3.182E-13	-5.519	32.084	39.063	 9 Sge
301.41583333	35.60777222	 072.47+02.02_01	3XMM J200539.7+353628	2.0590701356324E+018	20 05 39.800	+35 36 27.98	1936.406	1827.293	2059.083	2.792E-13	-5.799	32.098	38.853	 HD 190864
304.3737625	37.30864722	 075.19+00.96_01	3XMM J201729.6+371831	2.06064772864856E+018	20 17 29.703	+37 18 31.13	2068.989	1946.139	2207.992	1.954E-12	-5.742	33	38.968	 HDE 228766
304.62371667	38.87771111	 076.60+01.68_01	3XMM J201829.5+385237	2.0613497324678E+018	20 18 29.692	+38 52 39.76	1637.222	1565.232	1716.005	3.281E-13	-5.845	32.022	38.661	 HDE 228841
304.52907083	40.73205556	 078.10+02.78_01	3XMM J201807.0+404355	2.06236062601154E+018	20 18 06.977	+40 43 55.40	988.055	845.496	1186.753	2.207E-12	-5.347	32.411	38.721	 HD 193322 A
307.9983875	41.24736111	 080.03+00.94_01	3XMM J203159.5+411449	2.06782746654147E+018	20 31 59.613	+41 14 50.50	1759.877	1688.392	1837.543	3.246E-13	-5.071	32.08	39.498	 2MASS J20315961+4114504
308.13142917	41.23561389	 080.08+00.85_01	3XMM J203231.5+411408	2.06782959684603E+018	20 32 31.543	+41 14 08.21	1309.241	1214.451	1419.649	1.966E-11	-4.548	33.606	39.764	 [CPR2002] A11
308.36145417	41.18319722	 080.14+00.68_01	3XMM J203326.8+411100	2.06778005440182E+018	20 33 26.749	+41 10 59.51	1731.3	1644.975	1826.96	6.063E-13	-5.112	32.337	39.443	 ALS 15134
308.28999167	41.21681667	 080.14+00.74_01	3XMM J203310.2+411254	2.0677819055284E+018	20 33 09.598	+41 13 00.54	1474.844	1399.301	1558.811	1.572E-11	-5.116	33.612	39.299	 Schulte 50
308.29214583	41.21947222	 080.14+00.74_02	3XMM J203310.3+411309	2.06778190982771E+018	20 33 10.115	+41 13 10.10	1785.341	1671.278	1915.648	1.928E-11	-5.354	33.867	39.227	 Schulte 51
308.294725	41.25229167	 080.17+00.76_01	3XMM J203310.7+411508	2.06778362351535E+018	20 33 10.734	+41 15 08.25	1586.811	1507.04	1675.293	4.749E-11	-4.962	34.156	39.517	 Schulte 9
308.32283333	41.28591667	 080.21+00.76_01	3XMM J203317.4+411715	2.06778379961333E+018	20 33 17.480	+41 17 09.30	1751.411	1632.609	1888.319	9.73E-12	-5.175	33.553	39.39	 Schulte 24
308.312825	41.31403056	 080.22+00.79_01	3XMM J203315.0+411850	2.06778462424706E+018	20 33 15.078	+41 18 50.51	1545.967	1457.694	1645.34	6.366E-11	-5.098	34.26	39.358	 Schulte 8 A
308.05759583	41.45333056	 080.22+01.02_01	3XMM J203213.7+412711	2.06783568281836E+018	20 32 13.823	+41 27 11.99	1431.49	1359.539	1511.301	1.051E-12	-5.512	32.411	38.878	 Schulte 4
308.3088	41.33941111	 080.24+00.80_01	3XMM J203314.1+412021	2.06778507092366E+018	20 33 14.112	+41 20 21.88	1529.825	1462.624	1603.355	3.448E-12	-5.194	32.985	39.253	 Schulte 7
308.20837917	41.39575278	 080.24+00.90_01	3XMM J203249.9+412343	2.06783296839897E+018	20 32 50.011	+41 23 44.71	1391.338	1321.126	1469.254	3.032E-13	-5.938	31.847	38.427	 Schulte 17
308.16072917	41.42048889	 080.24+00.94_01	3XMM J203238.5+412514	2.06783320462069E+018	20 32 38.575	+41 25 13.76	1514.475	1437.512	1599.946	1.611E-13	-6.353	31.646	38.086	 Schulte 16
308.1893625	41.42708333	 080.26+00.93_01	3XMM J203245.4+412538	2.06783324327708E+018	20 32 45.447	+41 25 37.50	1487.13	1412.014	1570.493	3.344E-13	-5.822	31.947	38.601	 Schulte 6
308.32519167	41.36025	 080.27+00.81_01	3XMM J203318.1+412135	2.06778520836283E+018	20 33 18.046	+41 21 36.90	1571.265	1470.861	1685.99	2.551E-13	-6.448	31.877	38.023	 ALS 15115
308.246625	41.407075	 080.27+00.88_01	3XMM J203259.1+412424	2.06783262480178E+018	20 32 59.190	+41 24 25.47	1625.236	1532.517	1729.599	7.15E-13	-4.401	32.354	40.099	 ALS 15111
308.49803333	41.29318889	 080.29+00.66_01	3XMM J203359.6+411736	2.06787402828566E+018	20 33 59.528	+41 17 35.48	1387.832	1279.25	1515.962	3.217E-13	-5.497	31.87	38.866	 Schulte 27
308.591375	41.28377778	 080.32+00.60_01	3XMM J203422.0+411659	2.06786241469409E+018	20 34 21.930	+41 17 01.60	1574.758	1436.396	1741.598	3.451E-12	-4.746	33.01	39.726	 Schulte 73
308.44212917	41.55029167	 080.47+00.85_01	3XMM J203345.9+413300	2.06792866026931E+018	20 33 46.111	+41 33 01.05	1600.26	965.519	2885.016	4.978E-13	-5.134	32.183	39.352	 Schulte 10
308.40033333	43.98539167	 082.41+02.33_01	3XMM J203336.0+435907	2.06981954539058E+018	20 33 36.080	+43 59 07.41	1577.009	1503.258	1658.205	2.794E-12	-5.109	32.92	39.365	 BD +43 3654
317.95097917	59.98660833	 098.52+07.99_01	3XMM J211148.2+595911	2.19228703313997E+018	21 11 48.235	+59 59 11.79	2044.456	397.581	4940.241	4.971E-13	-5.336	32.396	39.363	 GOS  098.52+07.99 01
332.87743333	59.41451389	 103.83+02.61_01	3XMM J221130.5+592452	2.19990444971085E+018	22 11 30.584	+59 24 52.25	612.343	567.136	665.237	2.489E-12	-4.714	32.048	38.938	 {lambda} Cep
341.7254625	58.08431944	 107.07-00.90_01	3XMM J224654.1+580503	2.00741655681109E+018	22 46 54.111	+58 05 03.55	2943.593	2663.941	3285.814	1.262E-12	-5.898	33.117	39.118	 DH Cep
341.9608125	58.086775	 107.18-00.95_01	3XMM J224750.2+580513	2.00741896199286E+018	22 47 50.595	+58 05 12.39	2266.959	2130.373	2421.77	5.035E-14	-6.65	31.491	38.139	 ALS 12619
37.9878625	61.61220833	 134.58+01.04_01	3XMM J023157.0+613643	4.65551025849495E+017	02 31 57.087	+61 36 43.95	2171.842	2027.218	2338.11	4.124E-13	-5.703	32.367	39.049	 BD +60 497
38.04522917	61.55220833	 134.63+00.99_01	3XMM J023210.7+613308	4.65538793773516E+017	02 32 10.855	+61 33 07.95	2087.337	1828.268	2428.001	2.65E-14	-6.608	31.14	38.109	 BD +60 498
38.0698	61.55418611	 134.64+01.00_01	3XMM J023216.4+613314	4.65538828142411E+017	02 32 16.752	+61 33 15.07	2023.05	1905.05	2156.266	6.432E-14	-6.54	31.498	38.15	 BD +60 499
38.15113333	61.47377778	 134.71+00.94_01	3XMM J023236.2+612825	4.65531750036366E+017	02 32 36.272	+61 28 25.60	2209.123	2068.469	2369.779	1.499E-13	-6.389	31.942	38.377	 BD +60 501
38.17723333	61.45598889	 134.72+00.92_01	3XMM J023242.5+612721	4.65528726379402E+017	02 32 42.536	+61 27 21.56	2043.8	1715.932	2516.3	1.581E-12	-5.385	32.898	39.314	 HD 15558
38.205925	61.37835278	 134.77+00.86_01	3XMM J023249.4+612242	4.65527523788667E+017	02 32 49.422	+61 22 42.07	2340.623	2159.315	2554.166	9.775E-13	-5.284	32.807	39.533	 HD 15570
38.335775	61.52171667	 134.77+01.01_01	3XMM J023320.6+613118	4.65535048571193E+017	02 33 20.586	+61 31 18.18	2057.252	1917.78	2218.038	3.494E-13	-5.662	32.248	39.043	 HD 15629
38.51054167	61.38635278	 134.90+00.92_01	3XMM J023402.4+612310	4.6548577670486E+017	02 34 02.530	+61 23 10.87	2363.192	2175.714	2584.932	4.855E-14	-6.194	31.511	38.631	 BD +60 513
36.6958	58.87586389	 134.99-01.74_01	3XMM J022646.9+585233	4.59034868964714E+017	02 26 46.992	+58 52 33.11	3307.375	2845.059	3931.441	3.356E-13	-5.519	32.643	39.598	 HD 14947
40.18729583	61.28223333	 135.68+01.15_01	3XMM J024044.9+611655	4.65646064885638E+017	02 40 44.951	+61 16 56.04	3566.835	2150.54	5858.341	7.534E-13	-5.51	33.06	39.673	 HD 16429 A
36.9992125	52.54933333	 137.46-07.58_01	3XMM J022759.8+523257	4.52357745305268E+017	02 27 59.811	+52 32 57.60	3190.012	2743.596	3789.674	4.396E-14	-6.266	31.729	38.82	 HD 15137
40.71678333	56.90456944	 137.73-02.73_01	3XMM J024252.0+565416	4.54846489876889E+017	02 42 52.028	+56 54 16.45	2130.805	1944.497	2355.167	3.382E-13	-5.736	32.264	38.999	 HD 16691
35.72622083	41.47992222	 140.78-18.20_01	3XMM J022254.2+412847	3.39061352757049E+017	02 22 54.293	+41 28 47.72	2739.597	2139.189	3614.06	7.487E-14	-6.255	31.828	38.698	 HD 14633
79.07562083	34.31231667	 172.08-02.26_01	3XMM J051618.1+341844	1.82071570715713E+017	05 16 18.149	+34 18 44.34	401.555	391.101	412.573	1.611E-12	-5.213	31.493	38.072	 AE Aur
80.62209167	33.51400833	 173.47-01.66_01	3XMM J052229.3+333050	1.81178389317232E+017	05 22 29.302	+33 30 50.43	3785.02	3149.349	4695.956	6.098E-13	-6.088	33.019	39.146	 HDE 242908
162.0979625	37.57030278	 183.14+62.15_01	3XMM J104823.5+373412	7.75029739076581E+017	10 48 23.511	+37 34 13.09	1644.967	1376.873	2017.095	6.685E-14	-6.211	31.335	38.299	 HD 93521
83.7844875	9.93415556	 195.05-12.00_01	3XMM J053508.2+095602	3.33799158394262E+018	05 35 08.277	+09 56 02.96	279.119	238.859	335.489	4.8E-12	-4.625	31.651	38.345	 {lambda} Ori A
114.27387917	16.90424722	 202.51+17.52_01	3XMM J073705.7+165415	3.16906467473868E+018	07 37 05.731	+16 54 15.29	2561.654	2127.094	3170.74	5.331E-14	-5.999	31.622	38.896	 BN Gem
100.2444	9.89575278	 202.94+02.20_01	3XMM J064058.6+095345	3.32674086557098E+018	06 40 58.656	+09 53 44.71	3216.113	1875.394	5348.116	2.408E-12	-5.068	33.474	40.025	 15 Mon A
83.81859583	-5.38977222	 209.01-19.38_01	3XMM J053516.3-052320	3.01736406333072E+018	05 35 16.463	-05 23 23.18	373.033	329.556	429.435	3.879E-11	-4.951	32.81	38.27	 tet01 Ori
83.84541667	-5.41605278	 209.05-19.37_01	3XMM J053522.8-052457	3.01736093658701E+018	05 35 22.900	-05 24 57.79	453.82	400.704	522.765	1.049E-12	-5.242	31.413	38.15	 tet02 Ori
82.98275	-7.30154167	 210.44-20.98_01	3XMM J053155.8-071805	3.01642453063245E+018	05 31 55.860	-07 18 05.55	301.862	265.706	349.181	1.394E-12	-5.226	31.182	37.812	 {upsilon} Ori
107.33437083	-10.34656667	 224.17-00.78_01	3XMM J070920.2-102047	3.04658272583756E+018	07 09 20.249	-10 20 47.64	1142.348	1042.974	1262.177	9.275E-13	-5.39	32.161	38.804	 HD 54662
110.50855417	-8.97938056	 224.41+02.63_01	3XMM J072202.1-085845	3.04776360133085E+018	07 22 02.053	-08 58 45.77	1201.768	1128.992	1284.354	5.045E-13	-5.864	31.941	38.374	 HD 57682
109.66824167	-24.5587	 237.82-05.37_01	3XMM J071840.3-243331	5.61767882214302E+018	07 18 40.378	-24 33 31.32	1508.608	1164.621	2126.362	6.657E-13	-5.124	32.258	39.311	 29 CMa
160.0517875	-59.80280556	 287.11-01.02_01	3XMM J104012.4-594809	5.25447859358251E+018	10 40 12.429	-59 48 10.10	2786.143	2362.053	3383.668	1.442E-13	-6.331	32.127	38.637	 HD 92607
