obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_hilim_m,hard_hs,hard_hm,flux_aper_hilim_s,hard_ms,flux_aper_hilim_h,flux_aper_hilim_m,photflux_aper_hilim_u,flux_aper_hilim_u,photflux_aper_b,flux_aper_b,var_inter_prob_b,var_inter_sigma_b,flux_aper_lolim_b,photflux_aper_lolim_b,var_inter_sigma_s,var_inter_prob_m,var_inter_sigma_m,var_inter_prob_s,var_inter_index_b,var_inter_prob_h,var_inter_sigma_h,photflux_aper_h,photflux_aper_lolim_h,flux_aper_h,photflux_aper_m,flux_aper_m,flux_aper_lolim_h,var_max_b,var_mean_b,var_min_b,var_sigma_b,kp_prob_b,ks_prob_b,var_prob_b,photflux_aper_s,var_inter_index_h,var_inter_index_m,flux_aper_lolim_m,photflux_aper_lolim_m,flux_aper_s,photflux_aper_lolim_s,flux_aper_lolim_s,var_inter_index_s
CV_0_obs_0,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4903.5,11.31,304.4646,CV,5.883257974017792,6.117176900456849,14.318442612020888,5.924811912692253,6.193701951241536,-0.9518866666666671,0.7815392857142858,14.763609579340816,-0.8999964285714289,14.248437792409954,14.78672768725885,4.132785252783828,13.273596801945327,6.143112143270719,14.844669347484237,0.82128,0.0005398778999999999,15.84113394658053,7.14289688599267,5.2332613e-05,0.9145400000000001,5.833929000000008e-05,0.9124800000000003,5.11,0.8720100000000001,0.0006834703499999998,6.007534852191957,7.329754146925876,14.544699482205338,6.428785654497239,14.973742640091293,15.495257363728312,0.012704337146791806,0.009781379316445836,0.009155308174742364,0.0008211176153110893,0.33936600386873667,0.3557354479925141,0.4481275097402599,6.29281262367923,5.41,5.37,16.143121936107963,7.7559704109699785,14.958940498426125,7.3362013718973795,15.679726892788855,4.99
CV_1_obs_0,CV_1,104,[HPH2013]_142__________, 2CXO J004242.9+411543,10.67917,41.26198,4035.0,77.08,27912.78,CV,4.180470740049103,4.717828983286268,12.818177325828227,4.704632730054371,4.822008593311507,-0.009783333333333335,0.12485999999999998,13.534644822998626,-0.13097058823529406,12.968553298926533,13.51264572933779,4.040716061360385,13.286495437387153,4.243143570287547,12.880939540959156,1.0,0.0001696000000000001,12.95690125845125,4.319002381982938,7.661000000000018e-05,1.0,3.310999999999994e-05,1.0,6.0,1.0,2.5170000000000008e-05,4.8166504345908026,4.954313478283588,13.067698914577225,4.917660111395062,13.608247706021514,13.20613840480608,0.01716285294117647,0.01534478431372548,0.014414460784313729,0.0008666732254901961,0.4519313725490195,0.4599509803921569,0.21259803921568618,4.813646836271452,6.0,5.0,13.739298883503682,5.048414978533335,13.644444468868286,4.998926179038467,13.813302235436787,5.0
CV_2_obs_0,CV_2,102,[HPH2013]_169__________, 2CXO J004244.3+411607,10.68489,41.26873,4035.0,83.08,37399.46,CV,4.4342305257823345,5.441310854517124,13.153704512726588,4.7216015555997455,5.085424148615516,-0.7946182795698925,-0.46672747252747276,13.40887803998411,-0.4772582417582416,13.690993517357617,13.71333287198921,3.9865740113700623,13.29913756872758,4.44187798144669,13.124545676384303,1.0,0.0004178000000000005,13.249188320143325,4.592106253372122,1.609000000000002e-05,1.0,8.774000000000006e-05,1.0,8.0,1.0,8.096999999999986e-05,5.4921217029072755,5.9510699534608635,13.75351091235354,5.167816007081062,13.759644971298606,14.208345250587799,0.01399498863636364,0.01226174659090909,0.011719828409090914,0.0005635045079545455,0.43118390804597706,0.4724022988505746,0.2829213483146068,4.711766836299657,8.0,8.0,14.009597378599913,5.387293432663717,13.391164377762763,4.909098032403817,13.552852000012109,8.0
CV_3_obs_0,CV_3,102,XMMSL2_J004231.9+411621, 2CXO J004231.1+411621,10.629760000000001,41.27267,4913.0,174.76,172643.3,CV,3.565322505464139,4.122182759988271,12.15474092679218,4.138076250421031,4.212385620842659,0.02643333333333333,0.10353374999999998,12.920682294731842,-0.07696250000000002,12.319840153030942,12.855438334284054,3.833088922459488,13.217445167703401,3.594680418804913,12.184029331942185,1.0,4.177e-05,12.216101646219022,3.6267779935215496,9.793000000000011e-06,1.0,6.86399999999999e-06,0.7860000000000009,8.0,1.0,2.136e-05,4.169869713920964,4.224920733325196,12.367493518695566,4.257604590855631,12.90066014258245,12.422625220219368,0.0641251851851852,0.06357703703703702,0.06311481481481483,0.00043574083086419765,0.45439506172839494,0.4938024691358027,0.09627160493827157,4.19597780720666,7.0,5.0,12.95203577712985,4.309032305665157,12.97864023222085,4.264401596788118,13.047099343755704,4.0
CV_4_obs_0,CV_4,97,[HPH2013]_205__________, 2CXO J004248.7+411624,10.70297,41.27345,4881.4,33.19,3870.743,CV,4.880650881875086,5.459329966526955,13.573706104524973,5.27800460027903,5.468513468105673,-0.2723177083333334,0.003184536082474243,14.097929949564993,-0.2628896907216495,13.711487423706618,14.138954757247118,4.120246759275688,13.345505232118427,5.014344145060762,13.713712153012638,1.0,0.00026210000000000035,13.959669439176107,5.272604429673835,7.82600000000001e-05,1.0,6.448000000000017e-05,1.0,8.0,1.0,5.758999999999997e-05,5.59036805528398,6.116487089770763,13.875273621374275,5.601807607450504,14.287170964050002,14.386928751801227,0.008405592592592596,0.0033804765432098776,0.0025707629629629614,0.0012126660617283948,0.426,0.4556419753086419,0.4281975308641975,5.433449874594264,6.0,6.0,14.682757309950057,5.97887893810529,14.25221198040921,5.959010499277147,14.696867524362027,6.0
CV_5_obs_0,CV_5,45,[HPH2013]_50___________, 2CXO J004222.3+411345,10.59318,41.22926,3891.2,9.94,226.6745,CV,5.698135899889878,5.925753436842548,13.963193955571363,5.6945858884804545,6.113484026459533,-0.6759581395348842,0.9128738095238101,14.501090806642724,-0.9814357142857149,13.997956877825146,14.67066859076311,3.9168546165237506,13.168482730507545,5.485408633184215,13.815478121118263,0.24200000000000016,3.3929999999999995e-05,14.288816511667276,5.972793515658728,3.7869999999999975e-05,0.8768900000000001,3.397825199999999e-05,0.027000000000000003,3.0,0.8290700000000002,0.0003745145799999993,6.04381367670744,7.163411459715061,13.990061682232028,6.143932848766106,14.831360841256704,14.90470365666968,0.010648000000000001,0.007275,0.0058705,0.001299,0.5955,0.5615,0.483,5.339335537785561,5.31,5.27,16.097116417917515,7.409666442484841,13.881526645198429,6.02820910988167,14.028402267136121,3.43
CV_6_obs_0,CV_6,13,CXOGLB_J002403.6-720459, 2CXO J002403.7-720459,6.015486,-72.08308000000002,3874.2,12.38,668.7438,CV,5.433131919098421,5.9571605098414855,14.019161329004316,5.896471799558772,5.972492944993152,-0.015300000000000003,-0.03977500000000001,14.739045721451719,0.025500000000000012,14.213007735722789,14.6010072272799,5.451937302078612,15.116387720999771,5.574890115600739,14.164602957792214,0.4320000000000001,3.441000000000001e-06,14.511446496276971,5.922247735045156,8.921999999999998e-07,0.105,1.941e-07,0.23200000000000007,3.0,0.8919999999999999,4.188999999999999e-06,6.229164967196903,6.536082981447012,14.351298846923958,6.149000658153677,14.759212629674057,14.569434749445156,0.0017671857142857145,0.001020042857142857,0.0009735857142857145,9.942285714285715e-05,0.3945714285714286,0.5324285714285715,0.4427142857142858,6.071198386831396,5.0,3.25,15.182468797725186,6.628642337901531,14.850299346352575,6.274591890779744,15.066227277547702,3.13
CV_7_obs_0,CV_7,13,CXOGLB_J002404.2-720458, 2CXO J002404.2-720457,6.017843,-72.08276,5734.6,120.12,89709.0,CV,3.700109854434056,4.326439009484963,12.270392605791889,4.133040919333614,4.560815747604908,-0.22629230769230763,0.2673384615384616,12.868472747135378,-0.4663307692307692,12.435905957912246,13.21838813160035,3.935845207073139,13.137415164665205,3.7225236442804164,12.292738592675683,1.0,8.549999999999999e-05,12.317297364210368,3.7476033154606085,2.7989999999999998e-05,1.0,7.417000000000002e-05,1.0,8.0,1.0,3.092999999999999e-05,4.367536007227865,4.416051422145653,12.473884018891136,4.6046580979631795,13.262616537478253,12.519343151275644,0.11656692307692308,0.06364923076923078,0.042249999999999996,0.01690587,0.8983076923076924,0.7957692307692307,0.5203846153846153,4.164801789310008,8.0,8.0,13.316743838725005,4.657797165019648,12.900258323408826,4.201761825738221,12.937850647783241,8.0
CV_8_obs_0,CV_8,13,CXOGLB_J002404.9-720455, 2CXO J002404.9-720455,6.020589,-72.0821,5734.6,19.64,2291.21,CV,5.146250131135196,5.514179145521533,13.602974845734643,5.658975696914418,6.076984973139352,0.15208333333333335,0.6531538461538463,14.539776532927338,-0.538225,13.700004099343909,14.954124019525173,5.458106940320707,15.08982331138578,5.211447472865094,13.697976391252274,1.0,5.706000000000002e-06,13.855107913689428,5.369101601349029,5.081000000000002e-07,0.6429999999999999,2.49e-07,0.269,8.0,1.0,5.031000000000001e-06,5.691389871584026,5.8551493931915095,13.811976652690419,6.3347815074486284,15.135824337691247,14.092218345633043,0.004729777777777778,0.003277488888888889,0.002807055555555556,0.0004840688888888889,0.7591111111111112,0.6238888888888889,0.5433333333333333,5.88807276875106,8.0,4.0,15.282415525270476,6.813862635462722,14.713160801297189,6.202440857752739,15.019821798390876,3.27
CV_9_obs_0,CV_9,33,[HPH2013]_143__________, 2CXO J004242.7+411614,10.678239999999999,41.27073,4903.5,10.38,565.8581,CV,5.86381736461618,6.032702080993105,14.221260103765607,5.8160920310266615,6.129719156183986,-0.9103806451612907,0.8338733333333336,14.623571285258624,-0.8839266666666671,14.160165574999084,14.713110590081682,4.054035822475245,13.15132427378008,5.896036516802627,14.361118479332092,0.8140499999999998,0.00046052784999999993,15.338783153490457,6.920629963184178,4.934815900000003e-05,0.9250100000000003,5.1576870000000056e-05,0.9174400000000003,5.14,0.9739400000000002,0.0004415200900000011,6.0184531949547635,7.0184531949547635,14.058289851058353,6.0242119152791584,14.75461411318818,15.058289851058353,0.014345419957190129,0.011221119263638115,0.010244731213857196,0.0008778792765726988,0.4186303358373653,0.38704018825225434,0.4428314502895435,6.055898847679111,5.62,5.36,16.021757113879193,7.291227552848726,14.49152574869168,7.02525510804457,15.256651981841454,4.98
